"","compound_id","replicate","measure1","measure2","measure3","measure4","measure5","activity"
"29",10,2,10.9201947096625,3.49523393437266,26,40.8527323211033,11.7155201526818,0
"30",10,3,8.72001024807976,37.8820260969882,33,35.8117073093917,3.63959098685522,0
"31",11,1,10.9109002464824,10.9780207369477,35,32.5730191004104,5.86290051740125,0
"32",11,2,11.4096746744576,3.28323987021659,33,45.502781479244,5.13651366527395,0
"33",11,3,12.0702070439398,22.8606699212434,24,44.6762369156807,4.12030623675366,0
"34",12,1,8.78214724918558,17.382975257093,35,40.193418856963,5.93759029405394,0
"35",12,2,11.0099102465959,1.95133147761226,24,28.0256998750282,8.96328085022889,0
"36",12,3,6.56598264185332,17.187490313405,28,39.5185997121973,7.23115217509142,0
"37",13,1,42.155409916205,40.2646041009575,210,220.476159456417,37.2349815468124,0
"38",13,2,41.4909240582348,12.3565492685884,100,187.712119806328,35.4316330543448,0
"39",13,3,25.8579235005337,71.3183066269181,140,207.791406933884,24.1292563932654,0
"40",14,1,10.0722452137845,23.5857785670998,26,34.8124168368198,17.6251260498104,0
"41",14,2,10.4119972004005,4.81594663113356,29,42.5679784171626,5.11022267329132,0
"42",14,3,9.27788540290267,15.8554800816215,30,33.3425380001183,3.67137471638701,0
"43",15,1,57.5816323569952,60.319339344278,120,186.205434572942,29.0819276049016,0
"44",15,2,42.7329517292343,8.29947121014869,185,230.891874239995,31.6696214312927,0
"45",15,3,36.3171895558071,9.89336892962456,195,194.445746145087,33.6179343581843,0
"46",16,1,10.8656360517774,18.4520191498235,24,47.1048042899581,2.9730090831012,0
"47",16,2,8.37721364762666,32.1210474876647,28,41.8268509999917,3.82502469286553,0
"48",16,3,12.8882025234425,1.81915925815701,37,46.15922644866,7.97401015738954,0
"49",17,1,45.6855379738665,221.193652773712,110,198.336405919765,72.1913013798854,0
"50",17,2,56.5564788340221,113.633072278918,125,217.026491869553,43.5116687170375,0
"51",17,3,53.2192526520395,217.79607067487,105,213.331575031982,38.2200736699448,0
"52",18,1,42.1616105911962,201.746545537355,180,190.464827268216,58.9708098951836,0
"53",18,2,65.7572751979198,134.756875685872,155,239.900635798524,39.9010725264299,0
"54",18,3,56.4289930571732,131.722972934005,140,222.262695137291,12.0387671337411,0
"55",19,1,10.1795212931992,77.3239276888681,31,35.877149487259,4.54763097940644,0
"56",19,2,10.5531014945829,21.7814770146253,30,45.9462399065914,5.1297705299569,0
"57",19,3,11.3585776321105,4.97458458088054,33,37.6023256640905,2.49407906539409,0
"58",20,1,50.8983288657908,24.1752432193607,160,134.548849397687,18.7604991450027,0
"59",20,2,20.0690991684707,21.4998473608134,150,194.453823151575,8.46893259858995,0
"60",20,3,52.8488295353066,54.0918784298423,105,176.83406061235,30.064597594555,0
"61",21,1,9.26553071451805,1.70247010618719,31,37.9609649586265,10.746848988708,0
"62",21,2,10.3704611297312,9.42771510221064,28,36.9885187034543,15.8940071243097,0
"63",21,3,11.163647454731,31.4556880278473,33,27.7807112976168,5.71194654273367,0
"64",22,1,12.7994736545854,7.74153508245945,32,37.4851911253408,9.69799046115256,0
"65",22,2,8.54541588105107,9.22267825342715,31,44.8143518127621,6.34847461408183,0
"66",22,3,12.6050852640883,0.803739298135042,28,31.5753991336136,20.2290745678956,0
"67",23,1,10.6716962395041,69.6447582128358,25,47.2530438306213,7.01969641085502,0
"68",23,2,12.0770121973952,4.0384547226131,30,47.6475844560249,4.43933682842148,0
"69",23,3,11.8414571365813,98.2507786468463,27,35.264897066349,16.0968291070156,0
"70",24,1,11.4417563257337,13.6334094591439,36,51.4732912925357,2.52481413636911,0
"71",24,2,7.91376212286429,79.5352522614312,40,34.5029249040954,7.72000557173148,0
"72",24,3,9.81962722677859,12.1615473460406,38,40.7183548835141,13.1549429741961,0
"73",25,1,11.2470363239991,2.04574002888563,27,38.0278382588057,4.84709679291581,0
"74",25,2,8.09295328445531,1.33625940314746,27,46.2974330589967,1.3008584265004,0
"75",25,3,8.91434237085229,5.53758200258017,28,33.7325270065987,9.27588346995278,0
"76",26,1,11.1619929953634,7.72150032222271,27,37.690227110416,7.35534418830509,0
"77",26,2,11.5363574756692,0.0551705911900137,28,32.5577805447659,14.9693311701293,0
"78",26,3,10.9275351770803,0.968449065619369,33,44.1910728309451,5.74650583708728,0
"79",27,1,8.22844740518064,14.3941122146132,25,42.8618756597208,4.0509098298125,0
"80",27,2,7.80043820270429,16.7059148494518,25,39.3544624592558,11.6003444819356,0
"81",27,3,13.0254140196099,2.27137308567762,30,35.9800566328879,7.39631420596489,0
"82",28,1,10.5158428750641,67.2404155101547,34,35.1337047191639,2.64535175312401,0
"83",28,2,10.1768804583192,11.47150588627,22,40.4583357839988,6.85577925793314,0
"84",28,3,9.75820692492182,22.7085215031149,36,33.0072233582392,12.7696962435895,0
"85",29,1,7.61134220967894,88.31620491537,32,50.2864184992575,17.3148962587135,0
"86",29,2,11.2239937960808,21.4827164794786,33,34.4900687941754,6.23782788352622,0
"87",29,3,9.56572030850696,44.1208728005118,24,39.6293963349516,6.8166958128524,0
"88",30,1,48.1724329366808,123.911916739763,140,185.001732365061,95.4562442230618,0
"89",30,2,59.3334632857116,46.6991269495338,140,193.518061434616,29.5362252017929,0
"90",30,3,58.2177311050825,208.523435346959,105,197.998869780366,44.2680177725505,0
"91",31,1,12.7842327518685,11.0290701998896,31,42.7053150909828,4.76583738391856,0
"92",31,2,9.04765215389065,13.0741494614631,30,35.8639964958109,7.83718722717185,0
"93",31,3,11.3006971214526,18.1180887288394,31,35.1430377125869,4.04071010185895,0
"94",32,1,12.78222091278,24.8628651342335,23,43.9394758026156,6.30673948301924,0
"95",32,2,7.7784222411042,49.7642366935439,27,50.0579289483903,3.25423043430223,0
"96",32,3,8.27841482624432,14.8175350940766,24,43.5955909730963,5.4607505241688,0
"97",33,1,7.73652263829246,3.51610447254896,28,42.222221611639,21.1880522975346,0
"98",33,2,7.08157200099521,35.9947014532152,27,40.944345545263,5.64979463865029,0
"99",33,3,10.1599651064823,4.02094960212708,27,40.3859585111295,5.42741565077117,0
"100",34,1,11.3064086792984,49.4502603609986,29,30.3560543903517,9.94352226622519,0
"101",34,2,12.401930751197,0.989013415927333,26,42.8619844684554,6.39385974631949,0
"102",34,3,12.0895021743355,19.5245788948729,30,37.4795391490158,7.49966311861856,0
"103",35,1,7.9935827063203,18.5951549923959,20,41.491375820829,4.65489461177392,0
"104",35,2,13.6969638033455,7.95259115901089,34,47.5134927106014,8.59312015232167,0
"105",35,3,8.66645318248437,3.57381413525883,27,39.3071776745471,2.90858989625094,0
"106",36,1,10.2110276249121,9.59513420239091,33,42.905282556573,4.4752529926926,0
"107",36,2,9.15548823626229,34.9566508440261,34,36.4494621283513,6.42126008872883,0
"108",36,3,9.75529965609006,25.9127158476951,23,47.0353341688043,10.8968359707862,0
"109",37,1,10.376386069003,2.13207372174112,43,47.1426754767182,11.8177493982252,0
"110",37,2,10.238321915994,5.6785555757701,21,43.8622089151609,5.95788993331974,0
"111",37,3,9.94981489826519,1.21390257540859,26,43.9886251128252,15.0638138496011,0
"112",38,1,10.2161454558841,10.050914078766,27,41.4829515433395,10.919597792851,0
"113",38,2,9.02912952830667,59.2733971740971,37,41.8864725559915,18.9704437895966,0
"114",38,3,8.99156573862419,44.0577426493985,26,42.5029301829655,8.50677068527489,0
"115",39,1,33.3890092008519,152.749346933308,185,195.746388488882,14.3891615012189,0
"116",39,2,46.1766627312618,118.252704753996,130,186.216651021237,25.4467007424689,0
"117",39,3,44.873497421222,42.8395495284349,85,192.410326264231,71.9905364715131,0
"118",40,1,15.4037820006896,0.456261439248919,22,42.647646196054,10.3116077408015,0
"119",40,2,7.27576753762056,17.8991155318017,30,38.0723521388457,7.41268496057588,0
"120",40,3,10.2745124371172,17.3968048385325,31,30.3680830644865,5.16859746741568,0
"121",41,1,7.01274986536742,0.054080180872873,39,43.696717723023,4.65903488908065,0
"122",41,2,7.05912851712641,1.42808203585446,28,41.1782727037034,3.79508448093053,0
"123",41,3,10.249404772394,27.9059351922002,25,36.6193148820778,7.34541531258575,0
"124",42,1,8.00672173023193,39.9812832830434,27,38.8280160139628,6.7532496675298,0
"125",42,2,9.99635477139058,15.9536196841838,28,42.0239629312264,5.48125010911749,0
"126",42,3,9.14348223714837,23.1865794948282,31,48.2264200454215,9.66742979200734,0
"127",43,1,43.8632839355051,64.2452600877732,140,226.776846715968,40.1159558862405,0
"128",43,2,29.7532215458089,38.8458158355206,125,184.842334990676,47.5042784640378,0
"129",43,3,37.7525204964001,41.4479021448642,100,261.635973945197,35.5194727677535,0
"130",44,1,51.7951644111794,40.4760376084596,130,232.426836446592,48.5688191803274,0
"131",44,2,55.6762059442353,23.1383537099492,125,212.222751259336,11.4386121194764,0
"132",44,3,45.0712264644653,205.775868698003,125,209.489025400113,13.7463123408728,0
"133",45,1,10.0001257681307,2.57404294796288,31,37.525502601649,7.05212339948487,0
"134",45,2,12.2457792867599,20.4909019536319,29,42.7103274323976,2.29046426359201,0
"135",45,3,12.8797114859524,149.790305710378,24,43.3243576856376,11.1556202762428,0
"136",46,1,7.80577246318836,19.4026937013005,36,39.3905364579475,5.51561044895602,0
"137",46,2,9.76536087949965,41.4239108918195,26,42.309484523641,11.1430486269688,0
"138",46,3,12.4029968018394,19.9438171521362,33,35.6817376521981,6.4706873072172,0
"139",47,1,45.302704194337,288.999368233566,150,229.302371901467,33.9298154558699,0
"140",47,2,49.47530515061,452.418919254966,200,197.75379376526,55.8444669456,0
"141",47,3,49.1389270176291,48.1670161421956,125,154.302900436294,31.1777616263485,0
"142",48,1,8.22464196418714,53.1896043171115,24,37.7239705382376,5.16421964339029,0
"143",48,2,9.11063199023052,43.1558617187703,25,41.3616965860304,2.90066930680103,0
"144",48,3,9.94111024182352,25.3997311173918,29,43.038054572419,2.50733403268671,0
"145",49,1,9.17226230188415,10.4363089792273,28,34.2211519837884,1.8066005012249,0
"146",49,2,12.2267720467364,23.8317095852437,40,40.2847683287271,9.15262164040338,0
"147",49,3,9.03801431669204,4.12958810164605,25,39.4954279969003,4.6941695043208,0
"148",50,1,9.13366193479854,21.0853198534789,27,37.6180489756969,5.7058897448544,0
"149",50,2,11.3937251531042,8.84821972809732,40,35.2497421279596,1.7464439184119,0
"150",50,3,7.88726317365818,14.8473577289752,35,33.2037232775891,9.69923188008193,0
"151",51,1,49.5930152484878,194.057204752209,155,205.685853954684,40.4979036530764,0
"152",51,2,34.4845517765241,93.2014355393958,140,172.282675484451,46.95505156961,0
"153",51,3,61.6716954923568,259.984137291524,180,180.198391762891,28.6744008524796,0
"154",52,1,9.45270859725184,57.0784549381504,34,43.8791509047267,4.59993046752731,0
"155",52,2,9.06430935065549,41.9685846124301,32,37.4249174706847,8.75812666338577,0
"156",52,3,7.52349534402757,0.154193975031376,29,41.5509847416683,11.8079908513839,0
"157",53,1,9.98447593244535,2.58425802923739,31,45.1344438154018,6.2498124571753,0
"158",53,2,8.39943564409668,76.5180374267411,40,41.0382257129366,5.44762281078333,0
"159",53,3,8.93301534009913,0.396361650413005,26,40.3891966714592,5.42648525988754,0
"160",54,1,12.5753504911692,34.3703617883806,27,36.9926345570992,21.7035965934923,0
"161",54,2,9.64894825951574,24.6228052294793,37,36.1774902727825,2.3323582316886,0
"162",54,3,7.85643523169865,2.58449443470707,37,35.673975802269,12.0297844790533,0
"163",55,1,10.3264137649348,3.73297789134085,28,41.773430778413,9.48407578478032,0
"164",55,2,9.2745231687441,2.97793424819581,32,30.68925901314,7.67508477534611,0
"165",55,3,11.1800270959747,0.996049202262126,30,42.0978441474374,6.14400663328575,0
"166",56,1,12.864843855462,20.4088946609738,25,34.1153317122922,10.5148333086323,0
"167",56,2,8.01461497778102,0.3448872257156,35,40.8558672442923,7.91975081363637,0
"168",56,3,10.9093005951606,14.2989052858938,40,46.3303458870436,7.51223987612672,0
"169",57,1,10.169796117357,59.6665990319023,29,42.5761396943982,11.6155698504421,0
"170",57,2,11.7911311645291,11.8051373958588,26,38.6392491233219,9.6716464342702,0
"171",57,3,9.54044372210747,6.60545072442088,37,41.5738310890475,10.4107852612445,0
"172",58,1,11.6732381369212,2.90154047456569,32,31.7165791254189,11.9454787965408,0
"173",58,2,6.50988827732661,12.649571467191,38,37.2366902250707,11.6788839888883,0
"174",58,3,13.3789178426267,16.8092298770078,17,38.6566676397878,7.81285117854375,0
"175",59,1,20.7295559570372,24.9230960524621,38,35.5955398412295,10.7653180894008,1
"176",59,2,11.6984480222285,64.926069643713,31,50.825342759263,5.55685669227924,1
"177",59,3,15.1019857397217,40.1211089177017,31,49.6427732443833,16.1496936663512,1
"178",60,1,11.286017400084,24.0616982608082,37,45.2400354844692,8.79707470848322,0
"179",60,2,10.9663877276295,9.15850497077584,30,39.8961772408137,9.33349146632182,0
"180",60,3,9.98728874715722,6.19033869355917,37,42.4191684136295,10.4013893357632,0
"181",61,1,10.3029117857248,23.3026811658385,33,49.539794573887,4.5806450108437,0
"182",61,2,8.83178205930039,41.638521661324,24,40.1353625179624,3.61785109787642,0
"183",61,3,10.7376134652605,7.20100430771708,37,41.5580053560315,1.48656833414741,0
"184",62,1,10.589308679439,0.920659297371885,35,42.7243156564933,6.98248273842618,0
"185",62,2,9.44148125331485,1.29183810204268,37,41.9042452782333,11.3295317842788,0
"186",62,3,7.32752669021369,36.4840905802657,25,43.205374997699,17.7078410543214,0
"187",63,1,57.0074881844003,104.095141306044,125,194.101339283413,45.7253321713693,0
"188",63,2,55.5419662227403,302.736156417017,170,192.206265239971,26.6791341477089,0
"189",63,3,41.6369340719858,151.137086589153,160,171.084433306715,29.9288208471273,0
"190",64,1,6.81082367598751,12.0185418333858,27,38.3286178708601,6.14859646243954,0
"191",64,2,10.4099171611753,13.5184125881642,24,37.9162431728074,8.62634410344866,0
"192",64,3,9.30982404405422,20.6105735889616,31,37.1186256972995,9.80637200189614,0
"193",65,1,10.5052234067289,6.57664341852069,32,42.5350573125539,7.02781172141986,0
"194",65,2,7.41199506903089,28.7706997146419,25,41.4709888088641,14.5784181242642,0
"195",65,3,8.08165911123927,40.983431561101,22,34.582947961518,6.60682593995593,0
"196",66,1,12.1715497073598,33.8005293888931,41,37.8781821571014,2.86711299600566,0
"197",66,2,10.8075498094314,5.46951164491475,27,41.2796963209098,5.41975835191274,0
"198",66,3,11.1729750734386,64.0082606639633,25,41.7420463884733,3.28497688820477,0
"199",67,1,13.6304568923079,13.5363798309118,32,40.5706591063808,12.6090097911575,0
"200",67,2,10.2576428572048,2.56625252775848,29,36.9689576771948,8.82791828129236,0
"201",67,3,5.99814152453698,14.2610579720678,30,48.3793674015536,10.998548616371,0
"202",68,1,10.6675543948671,27.3643918140771,24,42.2917559744551,11.0958407434136,0
"203",68,2,12.3426502547176,18.9287314528321,39,36.9551303678886,4.31680504319364,0
"204",68,3,14.1190784845986,40.2332197485452,31,46.2194373445453,14.0082006613837,0
"205",69,1,36.2313840175948,112.837368525089,135,189.568995021005,6.9997080602589,0
"206",69,2,38.4914443437289,26.9062847377234,125,242.227256328533,18.779201970311,0
"207",69,3,42.9417860523988,228.39460390291,185,200.750479913502,58.3372369594211,0
"208",70,1,7.89188843584562,5.30311096459627,30,34.723038600596,12.2325313959887,0
"209",70,2,8.70851255371502,70.3875532383666,42,42.2109709207307,7.71067695851207,0
"210",70,3,9.62924406464699,51.1230406512447,40,46.1724058082295,4.00261136055976,0
"211",71,1,7.59755589852003,35.8717924712186,37,35.9660341981263,11.5362139242003,0
"212",71,2,14.0739443339663,1.2218641769141,27,34.8119406353069,9.24987821801584,0
"213",71,3,10.2155494897711,13.8807227454128,34,41.406694963979,3.71640676737661,0
"214",72,1,9.83178379898884,23.0648749685826,28,30.8095602639275,6.1931893026187,0
"215",72,2,10.9912392832092,4.09231963567436,29,38.3601182656648,11.6520616483669,0
"216",72,3,10.0748303722359,1.63654328327435,29,37.1233429407821,3.872835662628,0
"217",73,1,9.73582392608818,2.62417432852089,34,43.2981980588334,8.20737834336898,0
"218",73,2,12.9535748471042,21.7193569048288,39,30.782775553331,21.9305330260555,0
"219",73,3,9.56593957981579,36.8958211300855,28,32.3856226830589,9.59870530040444,0
"220",74,1,37.1639779590777,80.9521149801922,145,193.357934408179,67.6237689633139,0
"221",74,2,53.856678904434,95.6681423431978,165,177.721578411932,31.9391435655776,0
"222",74,3,46.4848712647091,4.43733260035515,175,209.373868893252,24.0150937367662,0
"223",75,1,8.95640781328746,9.90835688076913,32,38.6487645706733,4.97079931780535,0
"224",75,2,7.86373759862566,15.1155407940065,34,37.1440396419482,9.38544897671421,0
"225",75,3,10.8567318065334,4.11604423075914,30,47.254372700854,7.59936823649495,0
"226",76,1,9.65196353114601,30.7418085245376,27,29.6479472782038,15.4445765264224,0
"227",76,2,11.0313354572961,26.5894574477317,21,51.9758358092728,10.4643673903244,0
"228",76,3,9.53126944538816,62.7630144324074,32,41.1512481889026,5.08584949353315,0
"229",77,1,43.4149657417823,3.89767824218432,125,181.827672393442,39.0633027422378,0
"230",77,2,62.5023660407872,269.062681297276,135,172.388833744451,12.7159845967049,0
"231",77,3,47.282362848886,119.522493049027,110,173.344734721069,48.8814491807695,0
"232",78,1,59.479519958752,77.2359179911366,125,217.887037279211,28.9458631765747,0
"233",78,2,37.9841756989106,83.2798599223507,210,225.400580103698,39.671345272031,0
"234",78,3,45.338839036245,37.4338218942285,215,182.524799498374,8.61333906960568,0
"235",79,1,9.46129720969364,33.8470680994873,25,45.5913763021719,7.63842013935164,0
"236",79,2,9.21806918373828,14.6387706502321,20,41.1299863711759,11.995047927506,0
"237",79,3,12.6974140239834,20.2311035537958,40,36.8703453726914,7.39426455688584,0
"238",80,1,9.95447059740317,79.82453058985,27,46.6546851822709,11.5371542235208,0
"239",80,2,10.4884517022069,0.845802975818515,24,43.7758008238905,10.4093364755001,0
"240",80,3,8.11525658427215,4.77023794315755,36,33.7977629774796,10.0289832187661,0
"241",81,1,8.54156544698085,39.1480771435385,35,44.2081605223004,9.76300931125229,0
"242",81,2,11.9961378171097,2.34053579413265,24,46.6852353101301,5.7317142891402,0
"243",81,3,12.5169633291911,27.8819472723304,30,38.9367996472067,5.24991014991103,0
"244",82,1,12.4977273776202,12.9775041900575,30,37.0422704300883,3.08644557985163,0
"245",82,2,7.23872590094934,14.9339812054279,27,43.9949220476641,6.14297704870303,0
"246",82,3,14.0999213872728,34.0206172300463,34,47.7455413836134,7.85572378794924,0
"247",83,1,12.0337456595991,2.64837909329908,26,37.750570164619,5.72518975734796,0
"248",83,2,9.94656507172348,39.6296271292453,33,42.1853402101137,7.28802872629016,0
"249",83,3,11.4072155575965,15.1184277041795,28,49.0475950899315,8.82956204165953,0
"250",84,1,8.05722954169627,32.7802179736977,25,38.7860676783754,19.595038040771,0
"251",84,2,7.80768751688229,0.498435733335863,33,38.1906978643613,8.68841362421058,0
"252",84,3,10.0981009018752,5.22045106751545,19,36.6378279754263,8.50882436931327,0
"253",85,1,7.60300828688444,1.17817108519375,26,34.586647687862,9.61041170844293,0
"254",85,2,10.3800379971195,13.0490425042808,26,33.2187405556067,6.19117427582198,0
"255",85,3,12.5954117992093,31.0834224266589,28,42.9664098571656,11.278353178277,0
"256",86,1,7.9322525540705,4.9134710803628,28,38.5398220204526,0.824711367842031,0
"257",86,2,8.52311849157387,35.5374767563558,43,32.9303406819417,9.13315467737337,0
"258",86,3,10.0931278789017,2.957324674353,36,42.5637958516863,4.5993072040046,0
"259",87,1,7.96480776034779,14.1213277308199,26,36.977375785413,3.94344165459141,0
"260",87,2,9.23343208022744,16.2769140667262,32,31.433097873997,5.70083954664717,0
"261",87,3,11.7455108233428,9.09030176699162,23,36.6672968334788,6.11624817505177,0
"262",88,1,59.6954501397012,12.1407029409567,165,173.266262410431,27.798367485254,0
"263",88,2,53.8384666502709,12.7020977040311,155,197.998765339544,37.1909349647828,0
"264",88,3,31.4844433693254,156.739271610024,210,218.706183623716,36.8508833282193,0
"265",89,1,49.4600326317383,39.5752203650773,140,224.807183706464,30.333195842215,0
"266",89,2,60.6477321433828,19.2897443659604,140,212.175133341901,41.0942049879109,0
"267",89,3,58.131950374116,28.0879929168061,155,180.660636816359,32.842687517317,0
"268",90,1,9.61836705179144,12.5575825944543,26,42.4213969044557,5.96143580473781,0
"269",90,2,4.60014038287259,60.856360789753,21,34.6017427222107,6.36124779126329,0
"270",90,3,10.1219332776022,1.23148355880245,25,43.5487832669783,20.0614029447057,0
"271",91,1,11.1475033949672,15.5069627790692,30,39.1799817352953,5.94152958937029,0
"272",91,2,10.0916071594502,10.5746594071388,32,37.9677265646881,9.83421467149506,0
"273",91,3,10.3148250803518,7.12381409225688,33,43.0636918429332,12.5336942993226,0
"274",92,1,10.8631307457375,1.01563704200089,25,41.7746798664722,10.8787584483401,0
"275",92,2,9.20690052789958,28.4328697605019,29,30.3824064300964,4.9237190828388,0
"276",92,3,12.6199564515031,8.33956579185086,27,30.0685038761417,5.6449744641489,0
"277",93,1,10.9407867997479,42.5703576554484,25,50.324520073626,6.38806637363802,0
"278",93,2,7.5146594588508,19.192023714809,32,40.9313042481442,16.0381054395675,0
"279",93,3,12.7631509127711,16.0552675454857,31,46.7607279292379,7.88648541811826,0
"280",94,1,62.0445893700982,120.796288638831,95,235.596795883438,39.1789900428439,0
"281",94,2,58.2407396368188,67.2299419064075,110,198.289617377765,6.2032032847334,0
"282",94,3,33.3737059781441,81.9120421750832,135,167.446611652869,38.9164499112941,0
"283",95,1,8.86138731278904,58.8107249107132,22,32.8697148865378,7.90349775712928,0
"284",95,2,11.2710276345791,9.76638836052228,26,27.9557919697206,12.9759635200506,0
"285",95,3,10.0874440151557,27.7330492792611,35,47.8663948876648,7.61791360787956,0
"286",96,1,10.6960246073226,9.93229047395289,24,39.6322685567475,8.84051804087669,0
"287",96,2,14.9191870977408,7.70982104353607,28,44.3633291202406,9.55726204825743,0
"288",96,3,8.36323935120066,2.73152475245297,18,38.9754804502159,5.79263343209543,0
"289",97,1,5.77359977014173,35.1702446473723,37,46.3059597217764,3.04806379678836,0
"290",97,2,10.5473905448608,3.29066472128034,38,41.491457203226,2.17906467371572,0
"291",97,3,8.62480631751318,17.7255731181736,37,41.5461378324276,3.13082675920193,0
"292",98,1,10.8920821059237,4.83601434421682,34,38.636044852992,2.39233175267499,0
"293",98,2,8.37523055241881,1.92467367834161,29,39.560079082919,3.50370511080768,0
"294",98,3,14.4241109606703,9.19551203027368,31,44.629404063391,5.07482255035815,0
"295",99,1,9.75258805684514,9.09745417535305,33,26.4976360367364,6.75083759107725,0
"296",99,2,9.0453289879399,11.7059397976846,28,35.7224744947626,9.96224659187042,0
"297",99,3,9.66747701702678,14.0787148285975,26,34.4798210349807,3.38641424088951,0
"298",100,1,11.7251267672529,12.1976886410266,32,38.0339364512764,13.9044456684411,0
"299",100,2,10.1946809704056,33.8819888217335,33,34.9735567846322,13.7943110740889,0
"300",100,3,6.74876652157742,21.0659486605766,37,43.4106898755801,21.4956132132347,0
"301",101,1,9.99075846434708,19.7575229152087,29,46.3668890935319,10.215281148988,0
"302",101,2,11.5204843353241,11.3022009190172,32,44.6352463307652,9.17169554800247,0
"303",101,3,10.0779818257451,16.17561029003,19,45.4275811105695,7.4082551637658,0
"304",102,1,11.4701442832289,1.03451600700195,29,44.2540470432865,5.69726404066394,0
"305",102,2,9.70705474600226,41.1529976857786,27,44.3310664470918,7.19538556540962,0
"306",102,3,9.88422532923743,4.41402378492057,35,35.0768719855937,10.1883539108734,0
"307",103,1,54.8236946610453,56.8719565868378,170,155.317074087527,14.1936555116578,0
"308",103,2,59.9294363677573,15.7234243582934,155,253.675488110511,43.7241056630504,0
"309",103,3,37.5360450196796,72.6668548597999,175,184.778981712952,45.7931395665431,0
"310",104,1,9.93302495030878,0.0961807829087721,31,48.4104940509764,13.0691167305365,0
"311",104,2,9.85807563750001,37.1671994386201,24,31.9000776078488,9.30050814854133,0
"312",104,3,8.4821586925381,0.408897100402958,27,39.2210236877166,7.61879010117094,0
"313",105,1,7.93128127812169,8.65699122659862,31,39.3490703938407,6.4699997179328,0
"314",105,2,8.73853609205836,53.3006555934377,28,40.8397720163411,5.57385385777224,0
"315",105,3,11.173615440026,15.8247723608258,30,35.229793045805,8.44588920026514,0
"316",106,1,9.1673546876327,35.4186594469433,37,38.4032186846084,12.053461050829,0
"317",106,2,8.43022438098936,56.1872994866142,25,44.0542521125053,3.96587129307544,0
"318",106,3,10.3268326389722,21.0974136545303,25,39.712233219152,8.18809880562369,0
"319",107,1,7.5265715297813,29.7561838822896,26,37.1586320588177,11.1045401416478,0
"320",107,2,12.0917475524733,6.14362347871065,33,37.6799391076006,14.3008512001417,0
"321",107,3,9.03080916756258,35.8397999016528,31,52.4813456861753,7.41699176373119,0
"322",108,1,10.3782576233613,66.9515198435555,27,36.5923012095937,12.969969871005,0
"323",108,2,10.1020126631499,37.7326809970622,22,43.195121578971,3.95639872038008,0
"324",108,3,9.99951866222712,1.57962936281458,43,46.4168636580477,6.87470772390836,0
"325",109,1,13.6187640848857,0.680339271202683,28,34.6540694784904,8.04516470640191,0
"326",109,2,8.34934408578011,1.46403093131837,27,38.1686814528988,12.7148432883147,0
"327",109,3,12.290940904456,10.7797506637871,32,42.0749784569614,7.94613304262059,0
"328",110,1,10.0631463751065,9.8626799043268,40,46.0755691678809,4.35512592540503,0
